Symbol,revenue,gross_profit,operating_income,net_income,net_income_available_to_shareholders,shares_basic,shares_diluted,cash_and_equiv,total_current_assets,ppe_gross,ppe_net,other_lt_assets,total_assets,total_current_liabilities,total_liabilities,total_equity,total_liabilities_and_equity,cfo_net_income,cf_cfo,cfi_ppe_net,ebitda,capex,fcf,book_value,tangible_book_value,gross_margin,assets_to_equity,shares_eop,period_end_date
INTC,9470.0,5249.0,2351.0,1601.0,1601.0,5699.0,5800.0,4079.0,19778.0,46533.0,16723.0,11976.0,52392.0,8032.0,12031.0,40361.0,52392.0,1601.0,2828.0,-1151.0,3456.0,-1151.0,1677.0,40361.0,36446.0,0.55,1.3,5640.0,2008-06
INTC,10217.0,6019.0,3132.0,2014.0,2014.0,5603.0,5692.0,3704.0,21423.0,47368.0,17026.0,10346.0,52719.0,10068.0,13808.0,38911.0,52719.0,2014.0,3287.0,-1374.0,4259.0,-1374.0,1913.0,38911.0,34987.0,0.59,1.35,5562.0,2008-09
INTC,8226.0,4369.0,1790.0,234.0,234.0,5564.0,5622.0,3350.0,19871.0,48118.0,17574.0,5819.0,50472.0,7818.0,10926.0,39546.0,50472.0,234.0,2596.0,-1765.0,3009.0,-1765.0,831.0,39546.0,35614.0,0.53,1.28,5562.0,2008-12
INTC,7145.0,3238.0,721.0,629.0,629.0,5573.0,5634.0,3536.0,18142.0,49010.0,17815.0,5640.0,48454.0,6341.0,9390.0,39064.0,48454.0,629.0,378.0,-1509.0,1991.0,-1509.0,-1131.0,39064.0,35132.0,0.45,1.24,5585.0,2009-03
INTC,8024.0,4079.0,79.0,-398.0,-398.0,5595.0,5595.0,3826.0,18467.0,48471.0,17515.0,5632.0,49061.0,7079.0,10014.0,39047.0,49061.0,-398.0,3384.0,-981.0,1365.0,-981.0,2403.0,39047.0,35115.0,0.51,1.26,5597.0,2009-06
INTC,9389.0,5404.0,2642.0,1856.0,1856.0,5537.0,5616.0,4109.0,19247.0,48615.0,17354.0,5597.0,50996.0,7749.0,11963.0,39033.0,50996.0,1856.0,4003.0,-944.0,3877.0,-944.0,3059.0,39033.0,34612.0,0.58,1.31,5520.0,2009-09
INTC,10569.0,6840.0,2500.0,2282.0,2282.0,5524.0,5651.0,3987.0,21157.0,47822.0,17225.0,5340.0,53095.0,7591.0,11391.0,41704.0,53095.0,2282.0,3405.0,-1081.0,3761.0,-1081.0,2324.0,41704.0,37283.0,0.65,1.27,5523.0,2009-12
INTC,10299.0,6529.0,3448.0,2442.0,2442.0,5529.0,5681.0,4988.0,23724.0,47963.0,17028.0,5317.0,55773.0,8912.0,12873.0,42900.0,55773.0,2442.0,4079.0,-928.0,4589.0,-928.0,3151.0,42900.0,38448.0,0.63,1.3,5537.0,2010-03
INTC,10765.0,7235.0,3981.0,2887.0,2887.0,5563.0,5711.0,5514.0,26464.0,48418.0,16946.0,4937.0,57691.0,7937.0,11850.0,45841.0,57691.0,2887.0,3486.0,-1048.0,5130.0,-1048.0,2438.0,45841.0,41360.0,0.67,1.26,5567.0,2010-06
INTC,11457.0,7406.0,4023.0,3180.0,3180.0,5552.0,5699.0,5498.0,31611.0,50481.0,17899.0,4251.0,63186.0,9327.0,13756.0,49430.0,63186.0,3180.0,5550.0,-1869.0,5229.0,-1869.0,3681.0,49430.0,44039.0,0.65,1.28,5511.0,2010-12
INTC,12847.0,7885.0,4158.0,3160.0,3160.0,5452.0,5606.0,4188.0,22795.0,53012.0,19559.0,4414.0,65552.0,11565.0,18203.0,47349.0,65552.0,3160.0,4013.0,-2723.0,5600.0,-2723.0,1290.0,47349.0,31408.0,0.61,1.38,5336.0,2011-03
INTC,13032.0,7902.0,3935.0,2954.0,2954.0,5294.0,5441.0,4635.0,23102.0,54871.0,20778.0,4484.0,66089.0,10354.0,17366.0,48723.0,66089.0,2954.0,3971.0,-2484.0,5439.0,-2484.0,1487.0,48723.0,32882.0,0.61,1.36,5285.0,2011-06
INTC,14233.0,9018.0,4785.0,3468.0,3468.0,5194.0,5340.0,7057.0,26698.0,56817.0,22157.0,4739.0,70551.0,11909.0,24434.0,46117.0,70551.0,3468.0,6349.0,-2713.0,6314.0,-2713.0,3636.0,46117.0,30534.0,0.63,1.53,5118.0,2011-09
INTC,13887.0,8952.0,4599.0,3360.0,3360.0,5073.0,5246.0,5065.0,25872.0,58073.0,23627.0,1850.0,71119.0,12028.0,25208.0,45911.0,71119.0,3360.0,6630.0,-2844.0,6188.0,-2844.0,3786.0,45911.0,30390.0,0.64,1.55,5000.0,2011-12
INTC,12906.0,8265.0,3810.0,2738.0,2738.0,4999.0,5192.0,4429.0,25421.0,60602.0,25027.0,4600.0,71817.0,11941.0,25057.0,46760.0,71817.0,2738.0,2972.0,-2974.0,5595.0,-2974.0,-2.0,46760.0,31308.0,0.64,1.54,5006.0,2012-03
INTC,13501.0,8554.0,3832.0,2827.0,2827.0,5022.0,5199.0,5223.0,25785.0,61999.0,25976.0,4008.0,72352.0,10538.0,23573.0,48779.0,72352.0,2827.0,4739.0,-2662.0,5671.0,-2662.0,2077.0,48779.0,33363.0,0.63,1.48,5013.0,2012-06
INTC,13457.0,8515.0,3841.0,2972.0,2972.0,4996.0,5153.0,3520.0,23014.0,64166.0,27157.0,4033.0,74441.0,11953.0,25172.0,49269.0,74441.0,2972.0,5147.0,-2887.0,5734.0,-2887.0,2260.0,49269.0,33425.0,0.63,1.51,4982.0,2012-09
INTC,13477.0,7817.0,3155.0,2468.0,2468.0,4966.0,5097.0,8478.0,31358.0,66046.0,27983.0,1954.0,84351.0,12898.0,33148.0,51203.0,84351.0,2468.0,6026.0,-2504.0,5160.0,-2504.0,3522.0,51203.0,35258.0,0.58,1.65,4944.0,2012-12
INTC,12580.0,7066.0,2519.0,2045.0,2045.0,4948.0,5080.0,5698.0,28677.0,67441.0,28418.0,2250.0,83083.0,11798.0,31889.0,51194.0,83083.0,2045.0,4285.0,-2174.0,4583.0,-2174.0,2111.0,51194.0,35631.0,0.56,1.62,4948.0,2013-03
INTC,12811.0,7470.0,2719.0,2000.0,2000.0,4978.0,5106.0,3778.0,29048.0,69505.0,29345.0,2502.0,85661.0,11389.0,31821.0,53840.0,85661.0,2000.0,4722.0,-2723.0,4710.0,-2723.0,1999.0,53840.0,38215.0,0.58,1.59,4981.0,2013-06
INTC,13483.0,8414.0,3628.0,2950.0,2950.0,4981.0,5100.0,4881.0,31350.0,71628.0,30346.0,2669.0,90551.0,13875.0,35099.0,55452.0,90551.0,2950.0,5731.0,-2866.0,5649.0,-2866.0,2865.0,55452.0,39551.0,0.62,1.63,4973.0,2013-09
INTC,13834.0,8571.0,3665.0,2625.0,2625.0,4973.0,5103.0,5674.0,32084.0,73416.0,31428.0,3181.0,92358.0,13568.0,34102.0,58256.0,92358.0,2625.0,6038.0,-2948.0,5621.0,-2948.0,3090.0,58256.0,42593.0,0.62,1.59,4967.0,2013-12
INTC,12764.0,7613.0,2647.0,1930.0,1930.0,4974.0,5117.0,4777.0,30554.0,75293.0,32502.0,3054.0,91932.0,13552.0,33894.0,58038.0,91932.0,1930.0,3501.0,-2689.0,4654.0,-2689.0,812.0,58038.0,42458.0,0.6,1.58,4972.0,2014-03
INTC,13831.0,8917.0,3925.0,2796.0,2796.0,4981.0,5123.0,3049.0,29006.0,77145.0,33115.0,2856.0,91793.0,12251.0,32546.0,59247.0,91793.0,2796.0,5453.0,-2828.0,6095.0,-2828.0,2625.0,59247.0,43929.0,0.64,1.55,4948.0,2014-06
INTC,14554.0,9458.0,4560.0,3317.0,3317.0,4880.0,5045.0,3143.0,27509.0,78503.0,33135.0,3008.0,90616.0,14904.0,34543.0,56073.0,90616.0,3317.0,5693.0,-2445.0,6758.0,-2445.0,3248.0,56073.0,41138.0,0.65,1.62,4857.0,2014-09
INTC,14721.0,9621.0,4510.0,3661.0,3661.0,4769.0,4939.0,2561.0,27730.0,79709.0,33238.0,3290.0,91900.0,16011.0,36035.0,55865.0,91900.0,3661.0,5771.0,-2143.0,6684.0,-2143.0,3628.0,55865.0,40558.0,0.65,1.65,4748.0,2014-12
INTC,12781.0,7730.0,2720.0,1992.0,1992.0,4741.0,4914.0,4244.0,26466.0,81286.0,33296.0,3229.0,89566.0,15035.0,34642.0,54924.0,89566.0,1992.0,4415.0,-2025.0,4819.0,-2025.0,2390.0,54924.0,39947.0,0.6,1.63,4742.0,2015-03
INTC,13195.0,8248.0,3144.0,2706.0,2706.0,4759.0,4909.0,4454.0,26710.0,82328.0,32683.0,3396.0,90492.0,13529.0,32797.0,57695.0,90492.0,2706.0,3440.0,-1767.0,5335.0,-1767.0,1673.0,57695.0,42432.0,0.63,1.57,4753.0,2015-06
INTC,14465.0,9111.0,4206.0,3109.0,3109.0,4747.0,4876.0,7065.0,36205.0,83002.0,31597.0,3675.0,98552.0,15080.0,41455.0,57097.0,98552.0,3109.0,5735.0,-1206.0,6481.0,-1206.0,4529.0,57097.0,42049.0,0.63,1.73,4730.0,2015-09
INTC,14914.0,9590.0,4286.0,3613.0,3613.0,4721.0,4876.0,15308.0,38320.0,83396.0,31858.0,3642.0,101459.0,15646.0,40374.0,61085.0,101459.0,3613.0,5428.0,-2328.0,6432.0,-2328.0,3100.0,61085.0,45820.0,0.64,1.66,4725.0,2015-12
INTC,13702.0,8130.0,2568.0,2046.0,2046.0,4722.0,4875.0,3061.0,27397.0,84843.0,32644.0,3344.0,105467.0,17526.0,44293.0,61174.0,105467.0,2046.0,4055.0,-1346.0,4583.0,-1346.0,2709.0,61174.0,33092.0,0.59,1.72,4716.0,2016-03
INTC,13533.0,7973.0,2732.0,1330.0,1330.0,4729.0,4866.0,3885.0,31188.0,87117.0,33804.0,3273.0,109831.0,18711.0,48464.0,61367.0,109831.0,1330.0,3845.0,-2286.0,4649.0,-2286.0,1559.0,61367.0,33554.0,0.59,1.79,4728.0,2016-06
INTC,15778.0,9983.0,4834.0,3378.0,3378.0,4734.0,4877.0,4752.0,36216.0,88767.0,34707.0,3026.0,112217.0,20093.0,49102.0,63115.0,112217.0,3378.0,5758.0,-2463.0,6762.0,-2463.0,3295.0,63115.0,39723.0,0.63,1.78,4739.0,2016-09
INTC,16374.0,10147.0,4743.0,3562.0,3562.0,4736.0,4884.0,5560.0,35508.0,90105.0,36171.0,2733.0,113327.0,20302.0,47101.0,66226.0,113327.0,3562.0,8150.0,-3530.0,6673.0,-3530.0,4620.0,66226.0,42633.0,0.62,1.71,4730.0,2016-12
INTC,14796.0,9160.0,3712.0,2964.0,2964.0,4723.0,4881.0,4934.0,36058.0,92084.0,36911.0,2710.0,115648.0,21305.0,48804.0,66844.0,115648.0,2964.0,3898.0,-1952.0,5658.0,-1952.0,1946.0,66844.0,43588.0,0.62,1.73,4709.0,2017-03
INTC,14763.0,9096.0,3947.0,2808.0,2808.0,4710.0,4845.0,11687.0,40617.0,94650.0,38130.0,5021.0,122107.0,18782.0,53482.0,68625.0,122107.0,2808.0,4707.0,-2778.0,5935.0,-2778.0,1929.0,68625.0,45656.0,0.62,1.78,4699.0,2017-06
INTC,16149.0,10064.0,5145.0,4516.0,4516.0,4688.0,4821.0,9075.0,33154.0,97520.0,39472.0,2987.0,127088.0,20689.0,56152.0,70936.0,127088.0,4516.0,6264.0,-2979.0,7200.0,-2979.0,3285.0,70936.0,33489.0,0.62,1.79,4680.0,2017-09
INTC,17053.0,10778.0,5630.0,-687.0,-687.0,4683.0,4793.0,3433.0,29500.0,100395.0,41109.0,3215.0,123249.0,17421.0,54230.0,69019.0,123249.0,-687.0,7241.0,-4069.0,7770.0,-4069.0,3172.0,69019.0,31885.0,0.63,1.79,4687.0,2017-12
INTC,16066.0,9731.0,4470.0,4454.0,4454.0,4674.0,4790.0,3554.0,31630.0,104400.0,43735.0,3614.0,128596.0,19961.0,58431.0,70165.0,128596.0,4454.0,6284.0,-2910.0,6666.0,-2910.0,3374.0,70165.0,33464.0,0.61,1.83,4660.0,2018-03
INTC,16962.0,10419.0,5273.0,5006.0,5006.0,4649.0,4747.0,2614.0,27603.0,107985.0,45914.0,3690.0,125972.0,17571.0,55925.0,70047.0,125972.0,5006.0,7413.0,-4530.0,7395.0,-4530.0,2883.0,70047.0,33598.0,0.61,1.8,4611.0,2018-06
INTC,19163.0,12360.0,7277.0,6398.0,6398.0,4574.0,4648.0,3407.0,29590.0,110755.0,47071.0,3955.0,128242.0,19574.0,56759.0,71483.0,128242.0,6398.0,8835.0,-3851.0,9551.0,-3851.0,4984.0,71483.0,34970.0,0.64,1.79,4564.0,2018-09
INTC,18657.0,11227.0,6224.0,5195.0,5195.0,4548.0,4620.0,3019.0,28787.0,114318.0,48976.0,4421.0,127963.0,16626.0,53400.0,74563.0,127963.0,5195.0,6900.0,-3890.0,8717.0,-3890.0,3010.0,74563.0,38214.0,0.6,1.72,4516.0,2018-12
INTC,16061.0,9089.0,4174.0,3974.0,3974.0,4492.0,4564.0,3154.0,29060.0,117478.0,50040.0,5661.0,129458.0,18911.0,55797.0,73661.0,129458.0,3974.0,4959.0,-3321.0,6799.0,-3321.0,1638.0,73661.0,37683.0,0.57,1.76,4477.0,2019-03
INTC,16505.0,9878.0,4801.0,4179.0,4179.0,4466.0,4523.0,2867.0,29239.0,120604.0,51377.0,6105.0,130759.0,19705.0,55812.0,74947.0,130759.0,4179.0,7587.0,-3554.0,7355.0,-3554.0,4033.0,74947.0,39115.0,0.6,1.74,4430.0,2019-06
INTC,19190.0,11295.0,6551.0,5990.0,5990.0,4391.0,4433.0,3935.0,29957.0,124746.0,53563.0,6255.0,133768.0,25064.0,59526.0,74242.0,133768.0,5990.0,10711.0,-4672.0,9230.0,-4672.0,6039.0,74242.0,38496.0,0.59,1.8,4350.0,2019-09
INTC,20209.0,11878.0,6902.0,6905.0,6905.0,4318.0,4371.0,4194.0,31239.0,128707.0,55386.0,5553.0,136524.0,22310.0,59020.0,77504.0,136524.0,6905.0,9888.0,-4666.0,9870.0,-4666.0,5222.0,77504.0,40401.0,0.59,1.76,4290.0,2019-12
INTC,19828.0,12016.0,7200.0,5661.0,5661.0,4266.0,4312.0,11380.0,41501.0,132456.0,56770.0,5911.0,147710.0,23895.0,71356.0,76354.0,147710.0,5661.0,6158.0,-3268.0,10250.0,-3268.0,2890.0,76354.0,39649.0,0.61,1.93,4234.0,2020-03
INTC,19728.0,10507.0,5706.0,5105.0,5105.0,4246.0,4284.0,8736.0,44390.0,136024.0,58036.0,6082.0,152539.0,22481.0,70529.0,82010.0,152539.0,5105.0,11157.0,-3408.0,8769.0,-3408.0,7749.0,82010.0,44764.0,0.53,1.86,4253.0,2020-06
INTC,18333.0,9741.0,5034.0,4276.0,4276.0,4188.0,4211.0,3356.0,36785.0,139289.0,59205.0,6036.0,145261.0,22112.0,70707.0,74554.0,145261.0,4276.0,8179.0,-3716.0,8157.0,-3716.0,4463.0,74554.0,37718.0,0.53,1.95,4098.0,2020-09
INTC,19978.0,11348.0,5936.0,5857.0,5857.0,4097.0,4121.0,5865.0,47249.0,134229.0,56584.0,5917.0,153091.0,24754.0,72053.0,81038.0,153091.0,5857.0,9890.0,-4061.0,8939.0,-4061.0,5829.0,81038.0,45041.0,0.57,1.89,4062.0,2020-12
INTC,19673.0,10854.0,5903.0,3361.0,3361.0,4056.0,4096.0,5192.0,45773.0,137108.0,57330.0,5327.0,150622.0,24151.0,70815.0,79807.0,150622.0,3361.0,5348.0,-4388.0,8805.0,-4388.0,960.0,79807.0,44428.0,0.55,1.89,4038.0,2021-03
INTC,19631.0,11206.0,5892.0,5061.0,5061.0,4049.0,4084.0,4746.0,49372.0,139724.0,58166.0,5356.0,154597.0,24836.0,69390.0,85207.0,154597.0,5061.0,8801.0,-3868.0,8749.0,-3868.0,4933.0,85207.0,50421.0,0.57,1.81,4057.0,2021-06
INTC,19192.0,10746.0,5269.0,6823.0,6823.0,4061.0,4086.0,7870.0,61304.0,143157.0,59733.0,5452.0,167962.0,29572.0,77875.0,90087.0,167962.0,6823.0,9904.0,-4441.0,8228.0,-4441.0,5463.0,90087.0,55617.0,0.56,1.86,4067.0,2021-09
INTC,20528.0,11009.0,5018.0,4623.0,4623.0,4071.0,4093.0,4827.0,57718.0,148539.0,63245.0,6072.0,168406.0,27462.0,73015.0,95391.0,168406.0,4623.0,5938.0,-7632.0,8092.0,-7632.0,-1694.0,95391.0,61158.0,0.54,1.77,4070.0,2021-12
INTC,18353.0,9244.0,3130.0,8113.0,8113.0,4079.0,4107.0,6215.0,62568.0,153814.0,66718.0,7210.0,176356.0,29322.0,73220.0,103136.0,176356.0,8113.0,5891.0,-4797.0,6478.0,-4797.0,1094.0,103136.0,69312.0,0.5,1.71,4089.0,2022-03
INTC,15321.0,5587.0,-613.0,-454.0,-454.0,4100.0,4100.0,4390.0,50588.0,160823.0,71660.0,8227.0,170418.0,27218.0,69200.0,101218.0,170418.0,-454.0,809.0,-7255.0,2535.0,-7255.0,-6446.0,101218.0,67204.0,0.36,1.68,4106.0,2022-06
INTC,15338.0,6535.0,489.0,1019.0,1019.0,4118.0,4125.0,4529.0,49263.0,167180.0,75763.0,10134.0,174841.0,27813.0,74956.0,99885.0,174841.0,1019.0,1030.0,-7299.0,3741.0,-7299.0,-6269.0,99885.0,66026.0,0.43,1.75,4127.0,2022-09
GM,36882.0,3712.0,280.0,1406.0,510.0,1500.137,1500.137,21061.0,53053.0,22512.0,19235.0,14421.0,138898.0,47157.0,101739.0,37159.0,138898.0,1472.0,-1539.0,3110.0,280.0,3110.0,1571.0,26768.0,-16892.0,0.1,3.74,1500.14,2010-12
GM,36194.0,4344.0,1344.0,3366.0,3151.0,1504.0,1817.0,20975.0,62949.0,19944.0,19944.0,14511.0,145846.0,51682.0,106760.0,39086.0,145846.0,3411.0,-377.0,-1626.0,1344.0,-1626.0,-2003.0,28695.0,-12810.0,0.12,3.73,1560.76,2011-03
GM,39373.0,5394.0,2451.0,2992.0,2524.0,1505.0,1654.0,20471.0,65984.0,20989.0,20989.0,15153.0,150415.0,53848.0,108383.0,42032.0,150415.0,3037.0,5064.0,-1255.0,2451.0,-1255.0,3809.0,31641.0,-9488.0,0.14,3.58,1561.45,2011-06
GM,36719.0,4773.0,1806.0,2107.0,1726.0,1562.0,1682.0,20297.0,64010.0,21556.0,21556.0,15016.0,148497.0,51748.0,102881.0,45616.0,148497.0,2092.0,2037.0,-1729.0,1806.0,-1729.0,308.0,35225.0,-5156.0,0.13,3.26,1564.37,2011-09
GM,37990.0,4594.0,1341.0,725.0,1218.0,1572.0,1668.0,16071.0,64923.0,28476.0,23790.0,10067.0,144603.0,53226.0,105612.0,38991.0,144603.0,747.0,1442.0,3820.0,1341.0,3820.0,5262.0,28600.0,-10433.0,0.12,3.71,1564.73,2011-12
GM,37759.0,4601.0,1613.0,1315.0,1004.0,1572.0,1692.0,17378.0,69216.0,24275.0,24275.0,11790.0,150194.0,56577.0,110054.0,40140.0,150194.0,1350.0,2499.0,-296.0,1613.0,-296.0,2203.0,29749.0,-8371.0,0.12,3.74,1565.84,2012-03
GM,37614.0,4668.0,1821.0,1846.0,1632.0,1569.0,1671.0,22184.0,70233.0,25026.0,25026.0,12073.0,151987.0,56651.0,110377.0,41610.0,151987.0,1901.0,3942.0,-294.0,1821.0,-294.0,3648.0,31219.0,-6378.0,0.12,3.65,1565.94,2012-06
GM,37576.0,4530.0,1681.0,1833.0,1618.0,1570.0,1663.0,23320.0,72107.0,26578.0,26578.0,11940.0,155456.0,57623.0,112827.0,42629.0,155456.0,1854.0,3383.0,-211.0,1681.0,-211.0,3172.0,32238.0,-5074.0,0.12,3.65,1565.98,2012-09
GM,39307.0,-2986.0,-8333.0,1194.0,979.0,1554.0,1675.0,18422.0,69996.0,31662.0,25845.0,37916.0,149422.0,53992.0,112422.0,37000.0,149422.0,1031.0,781.0,-190.0,-8333.0,-190.0,591.0,26609.0,17827.0,-0.08,4.04,1366.37,2012-12
GM,36884.0,3911.0,959.0,1175.0,960.0,1372.0,1507.0,20643.0,72570.0,26932.0,26932.0,37838.0,153775.0,56539.0,115440.0,38335.0,153775.0,1185.0,819.0,-441.0,959.0,-441.0,378.0,27944.0,18979.0,0.11,4.01,1400.0,2013-03
GM,39075.0,4676.0,1751.0,1414.0,1200.0,1376.0,1677.0,19697.0,77745.0,27926.0,27926.0,41385.0,163110.0,60021.0,124106.0,39004.0,163110.0,1388.0,4893.0,-601.0,1751.0,-601.0,4292.0,28613.0,20022.0,0.12,4.18,1400.0,2013-06
GM,38983.0,5192.0,2316.0,1717.0,698.0,1386.0,1681.0,20355.0,81164.0,29347.0,29347.0,41814.0,168539.0,62563.0,131178.0,37361.0,168539.0,1705.0,3860.0,-549.0,2316.0,-549.0,3311.0,29397.0,21080.0,0.13,4.51,1400.0,2013-09
GM,40485.0,4275.0,646.0,1040.0,913.0,1438.0,1688.0,20021.0,81501.0,36679.0,29250.0,40271.0,166344.0,62412.0,123170.0,43174.0,166344.0,1053.0,3058.0,-446.0,646.0,-446.0,2612.0,40065.0,32837.0,0.11,3.85,1500.0,2013-12
GM,37408.0,2406.0,-535.0,213.0,125.0,1587.0,1691.0,19426.0,86825.0,30093.0,30093.0,40936.0,173606.0,69222.0,130766.0,42840.0,173606.0,280.0,1976.0,-497.0,-535.0,-497.0,1479.0,39731.0,32726.0,0.06,4.05,1600.0,2014-03
GM,39649.0,2872.0,-471.0,278.0,190.0,1608.0,1688.0,19864.0,91643.0,31771.0,31771.0,41406.0,179098.0,72347.0,136513.0,42585.0,179098.0,287.0,3830.0,-1041.0,-471.0,-1041.0,2789.0,39476.0,32683.0,0.07,4.21,1600.0,2014-06
GM,39255.0,4148.0,1227.0,1471.0,1384.0,1612.0,1691.0,18060.0,86640.0,33171.0,33171.0,42470.0,176908.0,67329.0,133345.0,43563.0,176908.0,1442.0,1088.0,-1236.0,1227.0,-1236.0,-148.0,40454.0,33810.0,0.11,4.06,1600.0,2014-09
GM,39617.0,4382.0,1429.0,1987.0,1105.0,1611.0,1678.0,18954.0,83626.0,44078.0,34803.0,44312.0,177501.0,65657.0,141477.0,36024.0,177501.0,2009.0,3167.0,-1469.0,1429.0,-1469.0,1698.0,36024.0,29614.0,0.11,4.93,1600.0,2014-12
GM,35712.0,3870.0,753.0,945.0,945.0,1617.0,1686.0,15776.0,83231.0,36694.0,36694.0,43940.0,179918.0,67342.0,143095.0,36823.0,179918.0,908.0,375.0,-2067.0,2510.0,-2067.0,-1692.0,36823.0,30526.0,0.11,4.89,1600.0,2015-03
GM,38180.0,4265.0,1288.0,1117.0,1117.0,1596.0,1660.0,17627.0,84554.0,41335.0,41335.0,45339.0,185812.0,69528.0,150142.0,35670.0,185812.0,1140.0,5786.0,-3969.0,3458.0,-3969.0,1817.0,35670.0,29489.0,0.11,5.21,1584.0,2015-06
GM,38843.0,5279.0,997.0,1359.0,1359.0,1577.0,1618.0,15433.0,82341.0,46296.0,46296.0,45408.0,189000.0,72739.0,153865.0,35135.0,189000.0,1341.0,3308.0,-4338.0,2978.0,-4338.0,-1030.0,35135.0,29052.0,0.14,5.38,1600.0,2015-09
GM,22990.0,4012.0,2500.0,6266.0,6266.0,1553.0,1595.0,15238.0,69408.0,63750.0,51401.0,58381.0,194338.0,71217.0,154015.0,40323.0,194338.0,6201.0,2300.0,-3627.0,4079.0,-3627.0,-1327.0,40323.0,34376.0,0.17,4.82,1500.0,2015-12
GM,37265.0,4790.0,1972.0,1953.0,1953.0,1546.0,1580.0,14894.0,71034.0,57190.0,57190.0,59863.0,203618.0,74987.0,162293.0,41325.0,203618.0,1931.0,-108.0,-4630.0,4264.0,-4630.0,-4738.0,41325.0,35434.0,0.13,4.93,1500.0,2016-03
GM,37383.0,5480.0,2972.0,2866.0,2866.0,1548.0,1581.0,18923.0,74630.0,61952.0,61952.0,59236.0,210449.0,76043.0,166446.0,44003.0,210449.0,2736.0,6127.0,-4426.0,5271.0,-4426.0,1701.0,44003.0,37570.0,0.15,4.78,1600.0,2016-06
GM,38889.0,5548.0,3148.0,2773.0,2773.0,1550.0,1574.0,15932.0,76496.0,66488.0,66488.0,59593.0,217576.0,82535.0,172561.0,45015.0,217576.0,2707.0,6570.0,-4104.0,5682.0,-4104.0,2466.0,45015.0,38661.0,0.14,4.83,1500.0,2016-09
GM,39896.0,3442.0,475.0,1835.0,1835.0,1516.0,1546.0,12574.0,76203.0,87611.0,66945.0,63397.0,221690.0,85181.0,177615.0,44075.0,221690.0,1895.0,4018.0,-3781.0,3169.0,-3781.0,237.0,44075.0,37926.0,0.09,5.03,1500.0,2016-12
GM,37266.0,4939.0,2583.0,2608.0,2608.0,1505.0,1532.0,12864.0,79598.0,74504.0,74504.0,61082.0,230793.0,90904.0,184579.0,46214.0,230793.0,2686.0,2041.0,-3648.0,5326.0,-3648.0,-1607.0,46214.0,40021.0,0.13,4.99,1500.0,2017-03
GM,36984.0,4774.0,2297.0,1660.0,1660.0,1497.0,1519.0,16598.0,85081.0,74026.0,74026.0,66956.0,240300.0,94306.0,194575.0,45725.0,240300.0,2433.0,5518.0,-3512.0,5491.0,-3512.0,2006.0,45725.0,39736.0,0.13,5.26,1500.0,2017-06
GM,33623.0,3879.0,1576.0,-2981.0,-2983.0,1445.0,1472.0,12792.0,76618.0,76953.0,76953.0,61257.0,229502.0,81849.0,186025.0,43477.0,229502.0,114.0,2881.0,-3000.0,4723.0,-3000.0,-119.0,43477.0,37623.0,0.12,5.28,1400.0,2017-09
GM,37715.0,4639.0,2205.0,-5151.0,-5165.0,1411.0,1447.0,15512.0,68744.0,103216.0,79135.0,49681.0,212482.0,76890.0,176282.0,36200.0,212482.0,-4903.0,6888.0,-2353.0,5382.0,-2353.0,4535.0,36200.0,30351.0,0.12,5.87,1400.0,2017-12
GM,36099.0,2901.0,529.0,1046.0,1032.0,1408.0,1430.0,14256.0,71435.0,80765.0,80765.0,50853.0,218726.0,82716.0,183268.0,35458.0,218726.0,1110.0,448.0,-2117.0,4110.0,-2117.0,-1669.0,35458.0,29668.0,0.08,6.17,1400.0,2018-03
GM,36760.0,3693.0,1477.0,2390.0,2375.0,1410.0,1431.0,15087.0,70451.0,82057.0,82057.0,51625.0,218641.0,80292.0,180005.0,38636.0,218641.0,2366.0,5105.0,-1702.0,4606.0,-1702.0,3403.0,38636.0,32916.0,0.1,5.66,1400.0,2018-06
GM,35791.0,4194.0,1610.0,2534.0,2503.0,1412.0,1431.0,18435.0,74848.0,82783.0,82783.0,53274.0,225711.0,84116.0,184803.0,40908.0,225711.0,2530.0,3673.0,-1138.0,4923.0,-1138.0,2535.0,40908.0,35257.0,0.12,5.52,1400.0,2018-09
GM,38399.0,3307.0,829.0,2044.0,2006.0,1414.0,1431.0,20844.0,75293.0,109042.0,82317.0,54935.0,227339.0,82237.0,184562.0,42777.0,227339.0,2069.0,6030.0,-915.0,4475.0,-915.0,5115.0,42777.0,37198.0,0.09,5.31,1400.0,2018-12
GM,34878.0,3343.0,1244.0,2157.0,2119.0,1417.0,1436.0,17176.0,80090.0,81388.0,81388.0,57870.0,233132.0,85303.0,188494.0,44638.0,233132.0,2145.0,-81.0,-688.0,5360.0,-688.0,-769.0,44638.0,39120.0,0.1,5.22,1400.0,2019-03
GM,36060.0,4589.0,2487.0,2418.0,2381.0,1420.0,1438.0,17072.0,81306.0,81126.0,81126.0,57508.0,233737.0,84294.0,186648.0,47089.0,233737.0,2403.0,5076.0,-1057.0,5894.0,-1057.0,4019.0,47089.0,41632.0,0.13,4.96,1400.0,2019-06
GM,35473.0,4312.0,2304.0,2351.0,2313.0,1428.0,1442.0,20051.0,80565.0,80496.0,80496.0,56564.0,231529.0,84252.0,182758.0,48771.0,231529.0,2311.0,6553.0,-760.0,5613.0,-760.0,5793.0,48771.0,43363.0,0.12,4.75,1428.78,2019-09
